municipality,census_csduid,census_cduid,census_desc,fuel_type,registered_vehicles_2016,registered_vehicles_2017,registered_vehicles_2018,registered_vehicles_2019,registered_vehicles_2020
Scugog,3518020,,Township,Gas,18229,18513,18430,18878,19061
Scugog,3518020,,Township,Plugin Hybrid,8,12,27,22,28
Scugog,3518020,,Township,Propane,2,2,1,1,0
Seguin,3549003,,Township,Compressed Natural Gas,0,0,0,0,0
Seguin,3549003,,Township,Diesel,331,334,354,340,362
Seguin,3549003,,Township,Electric,2,3,3,8,10
Seguin,3549003,,Township,Gas,4110,4141,4292,4324,4410
Seguin,3549003,,Township,Plugin Hybrid,1,1,1,5,6
Seguin,3549003,,Township,Propane,1,2,3,3,2
Selwyn,3515015,,Township,Compressed Natural Gas,1,1,0,0,0
Selwyn,3515015,,Township,Diesel,586,557,568,589,574
Selwyn,3515015,,Township,Electric,1,6,12,16,19
Selwyn,3515015,,Township,Gas,9229,9576,9576,9693,9828
Selwyn,3515015,,Township,Plugin Hybrid,1,6,13,13,14
Selwyn,3515015,,Township,Propane,0,0,0,0,0
Severn,3543015,,Township,Compressed Natural Gas,0,1,1,1,1
Severn,3543015,,Township,Diesel,1033,1087,1131,1192,1266
Severn,3543015,,Township,Electric,6,9,14,19,26
Severn,3543015,,Township,Gas,15353,16407,17024,17580,18226
Severn,3543015,,Township,Plugin Hybrid,5,13,15,16,18
Severn,3543015,,Township,Propane,0,1,1,1,2
Shelburne,3522021,,Town,Compressed Natural Gas,0,0,0,0,0
Shelburne,3522021,,Town,Diesel,267,213,249,267,294
Shelburne,3522021,,Town,Electric,0,2,6,8,9
Shelburne,3522021,,Town,Gas,5751,6110,6230,6497,6918
Shelburne,3522021,,Town,Plugin Hybrid,0,1,5,7,8
Shelburne,3522021,,Town,Propane,0,0,0,0,0
Shuniah,3558028,,Municipality,Compressed Natural Gas,0,0,0,0,0
Shuniah,3558028,,Municipality,Diesel,279,283,269,269,278
Shuniah,3558028,,Municipality,Electric,0,0,3,3,4
Shuniah,3558028,,Municipality,Gas,2518,2562,2590,2611,2631
Shuniah,3558028,,Municipality,Plugin Hybrid,0,2,3,7,6
Shuniah,3558028,,Municipality,Propane,0,0,0,0,0
Simcoe,,3543,Census Division,Compressed Natural Gas,13,12,14,18,18
Simcoe,,3543,Census Division,Diesel,20539,20045,20431,21188,21774
Simcoe,,3543,Census Division,Electric,92,178,429,639,898
Simcoe,,3543,Census Division,Gas,353391,366721,375616,385214,396854
Simcoe,,3543,Census Division,Plugin Hybrid,132,218,380,446,468
Simcoe,,3543,Census Division,Propane,30,29,20,19,15
Sioux Lookout,3560034,,Municipality,Compressed Natural Gas,0,0,0,0,0
Sioux Lookout,3560034,,Municipality,Diesel,287,284,268,296,326
Sioux Lookout,3560034,,Municipality,Electric,0,1,1,1,1
Sioux Lookout,3560034,,Municipality,Gas,3696,3738,3840,3904,3911
Sioux Lookout,3560034,,Municipality,Plugin Hybrid,1,1,2,4,6
Sioux Lookout,3560034,,Municipality,Propane,0,0,0,0,0
Sioux Narrows-Nestor Falls,3560008,,Township,Compressed Natural Gas,0,0,0,0,0
Sioux Narrows-Nestor Falls,3560008,,Township,Diesel,0,0,0,0,0
Sioux Narrows-Nestor Falls,3560008,,Township,Electric,0,0,0,0,0
Sioux Narrows-Nestor Falls,3560008,,Township,Gas,0,0,0,1,1
Sioux Narrows-Nestor Falls,3560008,,Township,Plugin Hybrid,0,0,0,0,0
Sioux Narrows-Nestor Falls,3560008,,Township,Propane,0,0,0,0,0
Smiths Falls,3509004,,Town,Compressed Natural Gas,0,0,0,0,1
Smiths Falls,3509004,,Town,Diesel,522,513,527,575,576
Smiths Falls,3509004,,Town,Electric,0,4,6,8,10
Smiths Falls,3509004,,Town,Gas,12248,12501,12774,12945,13304
Smiths Falls,3509004,,Town,Plugin Hybrid,7,13,17,14,15
Smiths Falls,3509004,,Town,Propane,3,2,1,2,2
Smooth Rock Falls,3556048,,Town,Compressed Natural Gas,0,0,0,0,0
Smooth Rock Falls,3556048,,Town,Diesel,74,70,78,71,70
Smooth Rock Falls,3556048,,Town,Electric,0,0,0,1,1
Smooth Rock Falls,3556048,,Town,Gas,1102,1114,1097,1054,1062
Smooth Rock Falls,3556048,,Town,Plugin Hybrid,0,1,1,1,1
Smooth Rock Falls,3556048,,Town,Propane,0,0,0,0,0
South Algonquin,3548001,,Township,Compressed Natural Gas,0,0,0,0,0
South Algonquin,3548001,,Township,Diesel,100,103,114,108,94
South Algonquin,3548001,,Township,Electric,0,0,1,1,0
South Algonquin,3548001,,Township,Gas,1503,1538,1573,1559,1544
South Algonquin,3548001,,Township,Plugin Hybrid,1,1,0,0,0
South Algonquin,3548001,,Township,Propane,0,0,0,0,0
South Bruce,3541004,,Municipality,Compressed Natural Gas,0,0,0,0,0
South Bruce,3541004,,Municipality,Diesel,469,488,502,500,531
South Bruce,3541004,,Municipality,Electric,0,0,2,2,4
South Bruce,3541004,,Municipality,Gas,4162,4299,4360,4389,4386
South Bruce,3541004,,Municipality,Plugin Hybrid,1,1,1,1,1
South Bruce,3541004,,Municipality,Propane,1,0,0,0,0
South Bruce Peninsula,3541055,,Town,Compressed Natural Gas,0,0,0,0,0
South Bruce Peninsula,3541055,,Town,Diesel,507,502,509,534,553
South Bruce Peninsula,3541055,,Town,Electric,1,1,4,6,6
South Bruce Peninsula,3541055,,Town,Gas,8164,8383,8427,8598,8848
South Bruce Peninsula,3541055,,Town,Plugin Hybrid,2,2,4,8,10
South Bruce Peninsula,3541055,,Town,Propane,0,0,0,0,0
South Dundas,3501020,,Municipality,Compressed Natural Gas,1,1,1,1,2
South Dundas,3501020,,Municipality,Diesel,637,618,635,634,659
South Dundas,3501020,,Municipality,Electric,2,3,4,8,9
South Dundas,3501020,,Municipality,Gas,7956,8025,8107,8278,8537
South Dundas,3501020,,Municipality,Plugin Hybrid,1,2,2,2,3
South Dundas,3501020,,Municipality,Propane,1,1,1,1,1
South Frontenac,3510020,,Township,Compressed Natural Gas,0,0,0,1,1
South Frontenac,3510020,,Township,Diesel,654,654,699,695,758
South Frontenac,3510020,,Township,Electric,5,3,13,20,32
South Frontenac,3510020,,Township,Gas,12299,12560,12815,13035,13319
South Frontenac,3510020,,Township,Plugin Hybrid,6,11,16,22,22
South Frontenac,3510020,,Township,Propane,4,2,3,3,3
South Glengarry,3501005,,Township,Compressed Natural Gas,0,0,1,1,1
South Glengarry,3501005,,Township,Diesel,684,640,618,617,640
South Glengarry,3501005,,Township,Electric,3,6,16,17,22
South Glengarry,3501005,,Township,Gas,9051,9149,9177,9375,9556
South Glengarry,3501005,,Township,Plugin Hybrid,5,6,11,12,14
South Glengarry,3501005,,Township,Propane,0,0,0,0,0
South Huron,3540005,,Municipality,Compressed Natural Gas,9,9,11,13,13
South Huron,3540005,,Municipality,Diesel,602,629,653,665,682
South Huron,3540005,,Municipality,Electric,0,0,1,1,2
South Huron,3540005,,Municipality,Gas,6805,7050,7046,7051,7142
South Huron,3540005,,Municipality,Plugin Hybrid,3,4,4,5,5
South Huron,3540005,,Municipality,Propane,1,1,1,1,1
South River,3549056,,Village,Compressed Natural Gas,0,0,0,0,0
South River,3549056,,Village,Diesel,140,146,127,132,153
South River,3549056,,Village,Electric,0,0,4,5,7
South River,3549056,,Village,Gas,2080,2194,2184,2160,2228
South River,3549056,,Village,Plugin Hybrid,1,2,2,1,1
South River,3549056,,Village,Propane,1,1,0,0,0
South Stormont,3501011,,Township,Compressed Natural Gas,2,1,0,1,1
South Stormont,3501011,,Township,Diesel,724,706,747,755,743
South Stormont,3501011,,Township,Electric,1,3,7,10,14
South Stormont,3501011,,Township,Gas,9971,10122,10240,10450,10735
South Stormont,3501011,,Township,Plugin Hybrid,6,8,18,20,19
South Stormont,3501011,,Township,Propane,2,2,2,2,3
South-West Oxford,3532012,,Township,Compressed Natural Gas,0,0,0,0,1
South-West Oxford,3532012,,Township,Diesel,342,332,349,353,344
South-West Oxford,3532012,,Township,Electric,0,0,1,2,2
South-West Oxford,3532012,,Township,Gas,2570,2604,2670,2751,2830
South-West Oxford,3532012,,Township,Plugin Hybrid,0,0,0,1,1
South-West Oxford,3532012,,Township,Propane,0,0,0,0,0
Southgate,3542005,,Township,Compressed Natural Gas,1,1,2,3,3
Southgate,3542005,,Township,Diesel,468,432,468,488,513
Southgate,3542005,,Township,Electric,0,1,1,1,4
Southgate,3542005,,Township,Gas,4963,5005,5192,5131,5357
Southgate,3542005,,Township,Plugin Hybrid,1,3,4,4,5
Southgate,3542005,,Township,Propane,2,1,1,1,1
Southwest Middlesex,3539005,,Municipality,Compressed Natural Gas,0,0,0,0,0
Southwest Middlesex,3539005,,Municipality,Diesel,549,534,550,563,565
Southwest Middlesex,3539005,,Municipality,Electric,0,0,0,4,2
Southwest Middlesex,3539005,,Municipality,Gas,4986,5124,5196,5245,5411
Southwest Middlesex,3539005,,Municipality,Plugin Hybrid,0,1,1,2,2
Southwest Middlesex,3539005,,Municipality,Propane,1,1,1,0,0
Southwold,3534024,,Township,Compressed Natural Gas,0,1,0,0,0
Southwold,3534024,,Township,Diesel,424,425,450,484,495
Southwold,3534024,,Township,Electric,0,0,2,4,5
Southwold,3534024,,Township,Gas,4855,4885,4982,5043,5204
Southwold,3534024,,Township,Plugin Hybrid,1,4,6,6,7
Southwold,3534024,,Township,Propane,1,1,1,0,0
Spanish,3557039,,Town,Compressed Natural Gas,0,0,0,0,0
Spanish,3557039,,Town,Diesel,54,48,49,53,48
Spanish,3557039,,Town,Electric,0,0,0,0,0
Spanish,3557039,,Town,Gas,611,605,566,585,587
Spanish,3557039,,Town,Plugin Hybrid,0,0,0,0,0
Spanish,3557039,,Town,Propane,0,0,0,0,0
Springwater,3543009,,Township,Compressed Natural Gas,0,0,0,0,0
Springwater,3543009,,Township,Diesel,1082,1134,1172,1246,1322
Springwater,3543009,,Township,Electric,8,15,28,41,56
Springwater,3543009,,Township,Gas,15224,16530,16940,17398,17775
Springwater,3543009,,Township,Plugin Hybrid,1,4,13,14,16
Springwater,3543009,,Township,Propane,1,0,0,0,0
St. Catharines,3526053,,City,Compressed Natural Gas,8,6,6,5,6
St. Catharines,3526053,,City,Diesel,2960,2880,2915,2955,3022
St. Catharines,3526053,,City,Electric,48,80,126,161,222
St. Catharines,3526053,,City,Gas,94906,96990,98282,99436,100888
St. Catharines,3526053,,City,Plugin Hybrid,88,114,205,207,201
St. Catharines,3526053,,City,Propane,10,11,8,7,7
St. Clair,3538003,,Township,Compressed Natural Gas,0,0,0,0,0
St. Clair,3538003,,Township,Diesel,873,848,852,863,854
St. Clair,3538003,,Township,Electric,3,4,5,6,7
St. Clair,3538003,,Township,Gas,11550,11558,11869,12095,12240
St. Clair,3538003,,Township,Plugin Hybrid,0,1,2,0,1
St. Clair,3538003,,Township,Propane,3,1,0,2,2
St. Joseph,3557008,,Township,Compressed Natural Gas,0,0,0,0,0
St. Joseph,3557008,,Township,Diesel,165,161,158,157,160
St. Joseph,3557008,,Township,Electric,0,0,0,0,0
St. Joseph,3557008,,Township,Gas,1152,1189,1158,1202,1189
St. Joseph,3557008,,Township,Plugin Hybrid,1,2,3,3,2
St. Joseph,3557008,,Township,Propane,0,0,0,0,0
St. Marys,3531016,,Town,Compressed Natural Gas,0,0,0,0,0
St. Marys,3531016,,Town,Diesel,0,0,0,0,0
St. Marys,3531016,,Town,Electric,0,0,0,0,0
St. Marys,3531016,,Town,Gas,13,11,13,14,16
St. Marys,3531016,,Town,Plugin Hybrid,0,0,0,0,0
St. Marys,3531016,,Town,Propane,0,0,0,0,0
St. Thomas,3534021,,City,Compressed Natural Gas,2,3,3,4,4
St. Thomas,3534021,,City,Diesel,1519,1558,1598,1678,1724
St. Thomas,3534021,,City,Electric,5,10,20,25,35
St. Thomas,3534021,,City,Gas,32670,33567,34450,35583,36624
St. Thomas,3534021,,City,Plugin Hybrid,8,23,37,38,34
St. Thomas,3534021,,City,Propane,8,8,7,7,4
St.-Charles,3552004,,Municipality,Compressed Natural Gas,0,0,0,0,0
St.-Charles,3552004,,Municipality,Diesel,100,105,111,112,114
St.-Charles,3552004,,Municipality,Electric,0,0,0,0,0
St.-Charles,3552004,,Municipality,Gas,1156,1164,1181,1197,1233
St.-Charles,3552004,,Municipality,Plugin Hybrid,0,1,2,2,2
St.-Charles,3552004,,Municipality,Propane,0,0,0,0,0
Stirling-Rawdon,3512020,,Township,Compressed Natural Gas,0,0,0,0,0
Stirling-Rawdon,3512020,,Township,Diesel,404,401,391,420,429
Stirling-Rawdon,3512020,,Township,Electric,0,2,5,7,8
Stirling-Rawdon,3512020,,Township,Gas,6153,6272,6339,6362,6431
Stirling-Rawdon,3512020,,Township,Plugin Hybrid,1,1,3,4,5
Stirling-Rawdon,3512020,,Township,Propane,3,3,1,1,1
Stone Mills,3511030,,Township,Compressed Natural Gas,0,1,1,1,2
Stone Mills,3511030,,Township,Diesel,328,331,334,351,377
Stone Mills,3511030,,Township,Electric,2,3,8,10,11
Stone Mills,3511030,,Township,Gas,6025,6163,6301,6445,6595
Stone Mills,3511030,,Township,Plugin Hybrid,0,0,3,3,4
Stone Mills,3511030,,Township,Propane,0,0,0,0,0
"Stormont, Dundas and Glengarry",,3501,Census Division,Compressed Natural Gas,6,4,5,9,9
"Stormont, Dundas and Glengarry",,3501,Census Division,Diesel,5696,5471,5433,5498,5490
"Stormont, Dundas and Glengarry",,3501,Census Division,Electric,10,21,52,74,109
"Stormont, Dundas and Glengarry",,3501,Census Division,Gas,82022,83297,84388,85942,87926
"Stormont, Dundas and Glengarry",,3501,Census Division,Plugin Hybrid,26,39,70,77,85
"Stormont, Dundas and Glengarry",,3501,Census Division,Propane,5,5,4,4,5
Stratford,3531011,,City,Compressed Natural Gas,1,1,1,1,1
Stratford,3531011,,City,Diesel,979,989,1000,1078,1097
Stratford,3531011,,City,Electric,4,5,21,34,50
Stratford,3531011,,City,Gas,23003,23680,24222,24591,25215
Stratford,3531011,,City,Plugin Hybrid,5,14,28,34,38
Stratford,3531011,,City,Propane,8,9,9,6,6
Strathroy-Caradoc,3539015,,Municipality,Compressed Natural Gas,2,1,1,0,0
Strathroy-Caradoc,3539015,,Municipality,Diesel,1524,1589,1825,1849,1848
Strathroy-Caradoc,3539015,,Municipality,Electric,5,5,14,23,27
Strathroy-Caradoc,3539015,,Municipality,Gas,17185,17863,18356,18999,19768
Strathroy-Caradoc,3539015,,Municipality,Plugin Hybrid,6,7,12,13,13
Strathroy-Caradoc,3539015,,Municipality,Propane,5,4,4,2,2
Strong,3549046,,Township,Compressed Natural Gas,0,0,0,0,0
Strong,3549046,,Township,Diesel,0,0,0,0,0
Strong,3549046,,Township,Electric,0,0,0,0,0
Strong,3549046,,Township,Gas,0,0,1,0,0
Strong,3549046,,Township,Plugin Hybrid,0,0,0,0,0
Strong,3549046,,Township,Propane,0,0,0,0,0
Sundridge,3549048,,Village,Compressed Natural Gas,0,0,0,0,0
Sundridge,3549048,,Village,Diesel,180,177,199,216,231
Sundridge,3549048,,Village,Electric,0,0,1,0,1
Sundridge,3549048,,Village,Gas,2652,2706,2762,2768,2779
Sundridge,3549048,,Village,Plugin Hybrid,0,1,3,3,3
Sundridge,3549048,,Village,Propane,3,3,4,4,2
Tay,3543071,,Township,Compressed Natural Gas,1,0,1,1,2
Tay,3543071,,Township,Diesel,360,374,386,420,436
Tay,3543071,,Township,Electric,1,3,12,12,15
Tay,3543071,,Township,Gas,7697,8080,8189,8390,8681
Tay,3543071,,Township,Plugin Hybrid,3,3,12,12,11
Tay,3543071,,Township,Propane,0,0,1,1,0
Tay Valley,3509015,,Township,Compressed Natural Gas,0,0,0,0,0
Tay Valley,3509015,,Township,Diesel,61,58,60,67,63
Tay Valley,3509015,,Township,Electric,0,0,0,0,1
Tay Valley,3509015,,Township,Gas,959,956,983,1014,1052
Tay Valley,3509015,,Township,Plugin Hybrid,1,0,1,1,1
Tay Valley,3509015,,Township,Propane,0,0,0,0,0
Tecumseh,3537048,,Town,Compressed Natural Gas,2,1,1,2,2
Tecumseh,3537048,,Town,Diesel,1868,1861,1755,1733,1733
Tecumseh,3537048,,Town,Electric,8,9,16,19,33
Tecumseh,3537048,,Town,Gas,19733,19728,19470,19279,19213
Tecumseh,3537048,,Town,Plugin Hybrid,17,25,41,39,40
Tecumseh,3537048,,Town,Propane,1,5,5,6,6
Tehkummah,3551001,,Township,Compressed Natural Gas,0,0,0,0,0
Tehkummah,3551001,,Township,Diesel,43,46,49,49,54
Tehkummah,3551001,,Township,Electric,0,0,0,0,0
Tehkummah,3551001,,Township,Gas,563,564,588,551,567
Tehkummah,3551001,,Township,Plugin Hybrid,0,0,0,0,0
Tehkummah,3551001,,Township,Propane,0,0,0,0,0
Temagami,3548069,,Municipality,Compressed Natural Gas,0,0,0,0,0
Temagami,3548069,,Municipality,Diesel,66,66,76,71,76
Temagami,3548069,,Municipality,Electric,0,0,0,0,0
Temagami,3548069,,Municipality,Gas,947,967,964,976,973
Temagami,3548069,,Municipality,Plugin Hybrid,0,0,0,0,0
Temagami,3548069,,Municipality,Propane,0,0,0,0,0
Temiskaming Shores,3554020,,City,Compressed Natural Gas,1,1,1,1,1
Temiskaming Shores,3554020,,City,Diesel,846,859,900,840,832
Temiskaming Shores,3554020,,City,Electric,1,3,3,4,5
Temiskaming Shores,3554020,,City,Gas,8380,8419,8415,8436,8533
Temiskaming Shores,3554020,,City,Plugin Hybrid,6,9,7,7,8
Temiskaming Shores,3554020,,City,Propane,2,2,1,0,0
Terrace Bay,3558054,,Township,Compressed Natural Gas,0,0,0,0,0
Terrace Bay,3558054,,Township,Diesel,67,66,60,65,68
Terrace Bay,3558054,,Township,Electric,0,0,0,0,1
Terrace Bay,3558054,,Township,Gas,1289,1284,1291,1281,1291
Terrace Bay,3558054,,Township,Plugin Hybrid,0,0,0,0,0
Terrace Bay,3558054,,Township,Propane,0,0,0,0,0
Thames Centre,3539027,,Municipality,Compressed Natural Gas,2,2,2,1,1
Thames Centre,3539027,,Municipality,Diesel,968,924,903,950,974
Thames Centre,3539027,,Municipality,Electric,2,2,13,21,27
Thames Centre,3539027,,Municipality,Gas,9824,10092,10288,10490,10624
Thames Centre,3539027,,Municipality,Plugin Hybrid,6,8,13,14,17
Thames Centre,3539027,,Municipality,Propane,3,3,2,2,2
The Archipelago,3549005,,Township,Compressed Natural Gas,0,0,0,0,0
The Archipelago,3549005,,Township,Diesel,131,134,131,132,133
The Archipelago,3549005,,Township,Electric,1,2,2,1,1
The Archipelago,3549005,,Township,Gas,1757,1791,1843,1767,1797
The Archipelago,3549005,,Township,Plugin Hybrid,0,0,1,1,1
The Archipelago,3549005,,Township,Propane,0,0,0,0,0
The Blue Mountains,3542045,,Town,Compressed Natural Gas,0,0,0,0,0
The Blue Mountains,3542045,,Town,Diesel,573,539,560,587,599
The Blue Mountains,3542045,,Town,Electric,2,6,18,25,36
The Blue Mountains,3542045,,Town,Gas,7006,7388,7601,7957,8426
The Blue Mountains,3542045,,Town,Plugin Hybrid,2,5,11,13,19
The Blue Mountains,3542045,,Town,Propane,0,0,0,0,0
The Nation / La Nation,3502025,,Municipality / Municipalite,Compressed Natural Gas,0,0,0,0,0
The Nation / La Nation,3502025,,Municipality / Municipalite,Diesel,560,554,586,576,604
The Nation / La Nation,3502025,,Municipality / Municipalite,Electric,0,1,7,11,12
The Nation / La Nation,3502025,,Municipality / Municipalite,Gas,7226,7441,7584,7806,7914
The Nation / La Nation,3502025,,Municipality / Municipalite,Plugin Hybrid,4,8,12,15,16
The Nation / La Nation,3502025,,Municipality / Municipalite,Propane,1,1,0,0,0
The North Shore,3557040,,Township,Compressed Natural Gas,0,0,0,0,0
The North Shore,3557040,,Township,Diesel,55,54,53,55,63
The North Shore,3557040,,Township,Electric,0,0,0,0,0
The North Shore,3557040,,Township,Gas,537,525,540,525,544
The North Shore,3557040,,Township,Plugin Hybrid,0,0,0,0,0
The North Shore,3557040,,Township,Propane,0,0,0,0,0
Thessalon,3557028,,Town,Compressed Natural Gas,0,0,0,0,0
Thessalon,3557028,,Town,Diesel,188,178,213,207,196
Thessalon,3557028,,Town,Electric,0,0,0,0,1
Thessalon,3557028,,Town,Gas,1962,1961,1987,2018,2075
Thessalon,3557028,,Town,Plugin Hybrid,0,0,0,0,0
Thessalon,3557028,,Town,Propane,0,0,0,0,0
Thornloe,3554038,,Village,Compressed Natural Gas,0,1,1,1,1
Thornloe,3554038,,Village,Diesel,133,137,176,166,168
Thornloe,3554038,,Village,Electric,0,0,0,0,0
Thornloe,3554038,,Village,Gas,597,604,566,555,565
Thornloe,3554038,,Village,Plugin Hybrid,0,0,0,0,0
Thornloe,3554038,,Village,Propane,1,1,1,1,0
Thorold,3526037,,City,Compressed Natural Gas,1,1,1,0,0
Thorold,3526037,,City,Diesel,529,500,513,559,577
Thorold,3526037,,City,Electric,2,3,13,22,25
Thorold,3526037,,City,Gas,12178,12812,13330,13936,14684
Thorold,3526037,,City,Plugin Hybrid,7,9,11,15,15
Thorold,3526037,,City,Propane,0,0,0,0,0
Thunder Bay,3558004,,City,Compressed Natural Gas,3,3,3,4,3
Thunder Bay,3558004,,City,Diesel,3692,3672,3567,3516,3522
Thunder Bay,3558004,,City,Electric,13,19,36,49,57
Thunder Bay,3558004,,City,Gas,79970,80277,80718,80666,81394
Thunder Bay,3558004,,City,Plugin Hybrid,11,10,36,52,62
Thunder Bay,3558004,,City,Propane,6,8,7,10,8
Tillsonburg,3532004,,Town,Compressed Natural Gas,0,1,1,1,1
Tillsonburg,3532004,,Town,Diesel,798,813,864,883,928
Tillsonburg,3532004,,Town,Electric,4,11,24,27,25
Tillsonburg,3532004,,Town,Gas,14517,14989,15296,15754,16242
Tillsonburg,3532004,,Town,Plugin Hybrid,6,11,13,14,15
Tillsonburg,3532004,,Town,Propane,5,2,1,1,1
Timmins,3556027,,City,Compressed Natural Gas,2,2,2,2,2
Timmins,3556027,,City,Diesel,1599,1631,1627,1628,1679
Timmins,3556027,,City,Electric,3,4,8,10,12
Timmins,3556027,,City,Gas,28539,28476,28299,28313,28602
Timmins,3556027,,City,Plugin Hybrid,6,12,17,13,17
Timmins,3556027,,City,Propane,6,4,3,2,3
Tiny,3543068,,Township,Compressed Natural Gas,1,1,2,2,2
Tiny,3543068,,Township,Diesel,640,629,649,653,688
Tiny,3543068,,Township,Electric,5,7,10,17,23
Tiny,3543068,,Township,Gas,10505,10909,11134,11459,11823
Tiny,3543068,,Township,Plugin Hybrid,1,5,12,12,18
Tiny,3543068,,Township,Propane,0,0,0,0,0
Toronto,3520005,,City / Cite,Compressed Natural Gas,105,123,182,192,203
Toronto,3520005,,City / Cite,Diesel,52680,51559,51425,50768,50132
Toronto,3520005,,City / Cite,Electric,1389,2175,3943,5278,6912
Toronto,3520005,,City / Cite,Gas,1204789,1235696,1261691,1279008,1267434
Toronto,3520005,,City / Cite,Plugin Hybrid,658,1109,2025,2286,2638
Toronto,3520005,,City / Cite,Propane,71,65,57,63,50
Trent Hills,3514045,,Municipality,Compressed Natural Gas,0,0,0,0,0
Trent Hills,3514045,,Municipality,Diesel,520,521,549,568,603
Trent Hills,3514045,,Municipality,Electric,2,4,5,10,11
Trent Hills,3514045,,Municipality,Gas,8154,8416,8483,8728,8964
Trent Hills,3514045,,Municipality,Plugin Hybrid,1,3,8,11,12
Trent Hills,3514045,,Municipality,Propane,1,1,0,0,1
Trent Lakes,3515044,,Municipality,Compressed Natural Gas,0,0,0,0,0
Trent Lakes,3515044,,Municipality,Diesel,301,311,348,340,352
Trent Lakes,3515044,,Municipality,Electric,2,4,4,4,9
Trent Lakes,3515044,,Municipality,Gas,4471,4752,5030,5201,5463
Trent Lakes,3515044,,Municipality,Plugin Hybrid,0,0,5,5,6
Trent Lakes,3515044,,Municipality,Propane,0,0,1,1,1
Tudor and Cashel,3512048,,Township,Compressed Natural Gas,0,0,0,0,0
Tudor and Cashel,3512048,,Township,Diesel,41,48,58,55,58
Tudor and Cashel,3512048,,Township,Electric,0,0,0,0,2
Tudor and Cashel,3512048,,Township,Gas,668,698,698,724,777
Tudor and Cashel,3512048,,Township,Plugin Hybrid,0,0,0,0,0
Tudor and Cashel,3512048,,Township,Propane,0,1,1,1,1
Tweed,3512030,,Municipality,Compressed Natural Gas,0,0,0,0,0
Tweed,3512030,,Municipality,Diesel,370,357,402,413,399
Tweed,3512030,,Municipality,Electric,1,1,5,7,7
Tweed,3512030,,Municipality,Gas,4651,4731,4865,4939,5088
Tweed,3512030,,Municipality,Plugin Hybrid,0,0,3,3,2
Tweed,3512030,,Municipality,Propane,0,0,0,0,0
Tyendinaga,3512001,,Township,Compressed Natural Gas,0,0,0,0,0
Tyendinaga,3512001,,Township,Diesel,149,148,148,157,156
Tyendinaga,3512001,,Township,Electric,0,0,0,0,0
Tyendinaga,3512001,,Township,Gas,1901,1907,1989,2039,2118
Tyendinaga,3512001,,Township,Plugin Hybrid,0,0,0,1,2
Tyendinaga,3512001,,Township,Propane,0,1,1,0,0
Uxbridge,3518029,,Township,Compressed Natural Gas,2,2,0,0,0
Uxbridge,3518029,,Township,Diesel,1376,1328,1310,1322,1333
Uxbridge,3518029,,Township,Electric,13,26,54,59,65
Uxbridge,3518029,,Township,Gas,16076,16491,16664,16776,16875
Uxbridge,3518029,,Township,Plugin Hybrid,8,17,35,36,37
Uxbridge,3518029,,Township,Propane,2,4,2,2,1
Val Rita-Harty,3556070,,Township,Compressed Natural Gas,0,0,0,0,0
Val Rita-Harty,3556070,,Township,Diesel,71,81,66,67,76
Val Rita-Harty,3556070,,Township,Electric,0,0,0,0,0
Val Rita-Harty,3556070,,Township,Gas,576,569,576,554,559
Val Rita-Harty,3556070,,Township,Plugin Hybrid,0,0,0,0,0
Val Rita-Harty,3556070,,Township,Propane,0,0,0,0,0
Vaughan,3519028,,City,Compressed Natural Gas,138,136,143,147,150
Vaughan,3519028,,City,Diesel,18922,19017,18792,18905,18597
Vaughan,3519028,,City,Electric,212,349,662,896,1188
Vaughan,3519028,,City,Gas,201421,205787,210251,214230,215847
Vaughan,3519028,,City,Plugin Hybrid,124,203,338,358,401
Vaughan,3519028,,City,Propane,409,405,406,408,412
Wainfleet,3526014,,Township,Compressed Natural Gas,1,1,1,1,0
Wainfleet,3526014,,Township,Diesel,590,610,631,670,673
Wainfleet,3526014,,Township,Electric,0,1,2,5,7
Wainfleet,3526014,,Township,Gas,4829,5010,5075,5088,5156
Wainfleet,3526014,,Township,Plugin Hybrid,0,1,4,4,4
Wainfleet,3526014,,Township,Propane,2,1,1,1,2
Warwick,3538043,,Township,Compressed Natural Gas,0,0,1,0,0
Warwick,3538043,,Township,Diesel,323,315,310,325,347
Warwick,3538043,,Township,Electric,0,0,0,0,1
Warwick,3538043,,Township,Gas,3043,3108,3135,3142,3205
Warwick,3538043,,Township,Plugin Hybrid,0,0,1,1,3
Warwick,3538043,,Township,Propane,1,1,1,0,0
Wasaga Beach,3543064,,Town,Compressed Natural Gas,1,1,1,1,1
Wasaga Beach,3543064,,Town,Diesel,576,556,543,576,625
Wasaga Beach,3543064,,Town,Electric,4,4,17,22,30
Wasaga Beach,3543064,,Town,Gas,17362,18013,18485,18974,19991
Wasaga Beach,3543064,,Town,Plugin Hybrid,8,9,15,16,18
Wasaga Beach,3543064,,Town,Propane,3,4,4,3,2
Waterloo,3530016,,City,Compressed Natural Gas,0,0,0,1,2
Waterloo,,3530,Census Division,Compressed Natural Gas,15,15,14,17,20
Waterloo,3530016,,City,Diesel,2011,1840,1783,1806,1805
Waterloo,,3530,Census Division,Diesel,18780,17571,17984,18571,18665
Waterloo,3530016,,City,Electric,70,116,254,356,461
Waterloo,,3530,Census Division,Electric,218,374,821,1141,1566
Waterloo,3530016,,City,Gas,65721,67686,69583,71322,72057
